9.999978534022034848e-01	-5.462773116739388967e-04	1.998692593487107379e-03	5.501939903280358675e-04	9.999979286337444817e-01	-1.959595568469702041e-03	-1.997617970863794449e-03	1.960691030659539660e-03	9.999960825988887247e-01	-1.853584697482618671e-03	1.656393731519197055e-02	3.513816917177647881e-02
9.997367035596211871e-01	8.168763594520627933e-03	2.144282763720997340e-02	-8.718667387878435357e-03	9.996322408722870811e-01	2.567815896111950644e-02	-2.122518303152625199e-02	-2.585835087529301038e-02	9.994402619943272281e-01	-4.947384254693454331e-02	-1.182559471506340887e-01	-2.548385571899669522e-02
9.999895806734837578e-01	4.096238692187856821e-03	2.014788586050261700e-03	-4.090459676959088894e-03	9.999875324449056802e-01	-2.864104463880684862e-03	-2.026495522086451881e-03	2.855833210371775451e-03	9.999938687474904109e-01	1.370035086639162514e-02	-1.576395979644262813e-03	7.235003481591273378e-02
9.999982395058317763e-01	-3.720085162352545290e-04	-1.839183215608280238e-03	3.707936100038497994e-04	9.999997128845941052e-01	-6.608652102898475563e-04	1.839428535037421859e-03	6.601820894567366578e-04	9.999980903293131940e-01	5.969002295340732067e-04	1.386096482722645046e-02	-1.289342166126733469e-02
9.998251796924222390e-01	-2.999557640819570069e-03	-1.845569578686356155e-02	3.221576686640790100e-03	9.999226649599343153e-01	1.201189173599354065e-02	1.841823815325273686e-02	-1.206924825266790340e-02	9.997575214770556551e-01	1.683418114807809784e-01	-8.775577129119709052e-02	-1.448967050333620499e-01
9.999999523917021405e-01	2.459691933304278006e-04	1.863216220216694493e-04	-2.457752600565789704e-04	9.999994288296414346e-01	-1.040161002422614143e-03	-1.865773631626740860e-04	1.040115159656451130e-03	9.999994416745145998e-01	-1.150180124249020053e-02	2.950096404755724391e-02	5.836369824731013622e-04
9.984729931385741830e-01	-5.272717503360316305e-02	-1.647807591533217986e-02	5.166741868610542215e-02	9.969077585415880849e-01	-5.920640848673847795e-02	1.954890838922306376e-02	5.826462024728092104e-02	9.981097505826844740e-01	1.022150736611597277e-01	2.747796869594858471e-01	-9.615833524299355339e-02
9.972359050878495390e-01	-7.203866207178072356e-02	-1.819287691724987346e-02	7.258875294950604962e-02	9.968599014821810655e-01	3.164189883954928589e-02	1.585630943359445447e-02	-3.287503587594255844e-02	9.993336827443080050e-01	8.205447441257426866e-02	-1.211694977243915616e-02	1.535680280545099752e-01
9.999776364846713061e-01	-2.156581542896772105e-03	-6.330536042076785087e-03	2.143391942354471932e-03	9.999955198485571684e-01	-2.089534349234457421e-03	6.335013931527203046e-03	2.075918799957743224e-03	9.999777788329217154e-01	1.223965038323124310e-02	1.674299073208614097e-02	1.698803421839745198e-02
9.999999999992290611e-01	4.678568878484244558e-07	1.149409494678883657e-06	-4.678386821948300939e-07	9.999999998744509844e-01	-1.583914141512181233e-05	-1.149416904759511015e-06	1.583914087763145168e-05	9.999999998739003138e-01	-8.451241741608000665e-03	-2.012352422046750910e-02	6.055350808363058057e-03
9.526327252510733423e-01	2.374464909056155926e-01	-1.900264579928861441e-01	5.645867668853501303e-02	4.758949305360603566e-01	8.776881182496760747e-01	2.988365918144763600e-01	-8.468430663627634081e-01	4.399471699488697873e-01	2.952526309171414898e-01	-1.004916581103457274e+00	1.385200955718362215e+00
