9.904463617942669273e-01	-2.142536615989731538e-02	-1.362239262883481461e-01	1.238918142787093918e-02	9.976868939515716184e-01	-6.683838583338720662e-02	1.373408627905269852e-01	6.451213313927615933e-02	9.884207970726707204e-01	2.933982049469781028e-01	1.782071618356399489e-01	5.084139660350774914e-01
9.859244610061848046e-01	-3.003293385671962010e-02	1.644718215185332622e-01	3.720365966103166000e-02	9.984788522833043523e-01	-4.069237337441934665e-02	-1.629995242247416765e-01	4.623855995784185297e-02	9.855420593133188412e-01	-6.457864449478839530e-01	7.836339888420901234e-02	1.622012340610656800e-01
9.998422201114082197e-01	-8.872367699136265301e-03	1.538882627435238411e-02	7.854918804191923787e-03	9.978568869990483980e-01	6.496101384021711611e-02	-1.593220428159350388e-02	-6.482988631781298750e-02	9.977691369784650322e-01	-7.342698595580454679e-02	-2.370859803236955443e-01	1.549797063557001309e-02
7.905020620679016341e-01	3.356089947605822577e-01	5.123212785959464499e-01	-3.711309573666271011e-01	9.279129473219004387e-01	-3.520475360677730037e-02	-4.872045795664538548e-01	-1.623088562838584659e-01	8.580719858038137193e-01	-1.543872176416674957e+00	-1.202387994231968182e-02	2.299709742886908437e-01
9.999999722202866925e-01	-5.343685928699073870e-05	2.295733610478914596e-04	5.347405069611464766e-05	9.999999854483925255e-01	-1.619991994543206729e-04	-2.295647009791494544e-04	1.620114711717643560e-04	9.999999605261647995e-01	-1.837897852624169326e-02	1.175373157901790644e-02	-4.372637880641261354e-02
9.998177755587972504e-01	-1.165625846694521260e-02	-1.511778142485177383e-02	1.188199600910002339e-02	9.998179540386802344e-01	1.492906402782334142e-02	1.494101226482159005e-02	-1.510597300603014337e-02	9.997742623872868384e-01	-3.527735009904969798e-02	1.107184945155709199e-02	-1.442547796653501635e-01
5.582023392447528209e-01	3.788327563208262472e-01	7.381706382673653977e-01	-6.413104043188956327e-01	7.614819277477828940e-01	9.416070850333914388e-02	-5.264324398952029416e-01	-5.259572382350902187e-01	6.680103814867685008e-01	-1.325957727594941460e+00	-4.163173065336423506e-01	9.112050299765006578e-02
9.941834911173295097e-01	6.296582596548606914e-02	-8.737557296088510617e-02	-6.546778916439083273e-02	9.975141278447562376e-01	-2.606786013547101807e-02	8.551698411243043030e-02	3.163652178416145877e-02	9.958343114784278249e-01	1.189457542806761081e-01	2.116931674818689491e-03	-2.635311333838464831e-01
9.999971614157664446e-01	4.175867158606154242e-04	2.345800875285053953e-03	-4.174864490194750378e-04	9.999999119179990847e-01	-4.323262502962248887e-05	-2.345818722033769527e-03	4.225316223234536580e-05	9.999972476708089975e-01	-8.071855595636967529e-02	-7.485568178656827609e-02	-7.722547302482118958e-03
9.999726973456060097e-01	3.226383858824799673e-03	6.647932802591330695e-03	-3.220024296773613213e-03	9.999943480607861312e-01	-9.671039294617196939e-04	-6.651015477387518110e-03	9.456710198102083031e-04	9.999774345951222276e-01	-9.033318747713563190e-03	-2.766167910776218264e-03	3.856042954013627622e-02
9.995123309669040612e-01	1.620166575951927437e-02	2.669468620763312469e-02	-1.578649171212895969e-02	9.997522632845722290e-01	-1.569072136013766744e-02	-2.694228877675489131e-02	1.526165403864933323e-02	9.995204825272345772e-01	1.052887149291498181e-01	8.032981673847761073e-02	1.235114377810694331e-01
